,tweet,sentiment_score
0,"i heard betty reid soskin is retiring at 100, and want to congratulate her for more than a decade of service as a n… ",2.720037138713442
1,"i'm proud of titus, ashton, thaddeus, jalen, mckinley and peter for representing @mbk_alliance at @marchmadnessmbb.… ",0.5461114457656124
2,"today @potus announced that the u.s. will be welcoming 100,000 refugees fleeing the war in ukraine.
 
this is the r… ",2.453288738936589
3,"as the first woman to serve as america’s top diplomat, madeleine albright was a champion for democratic values. mic… ",3.134286305593011
4,"the other day, i called up donnamarie, steve, and amy to hear how the affordable care act changed their lives and t… ",0.7978442922264646
5,"rt @potus: twelve years ago, i proudly stood beside president @barackobama as he signed into law the most consequential expansion of health…",2.2705284346316317
6,.@potus’s american rescue plan helped strengthen the affordable care act by lowering costs and encouraging a record… ,2.5800416535567217
7,"during the pandemic, the affordable care act helped make vaccines and covid-19 tests available for free, covered em… ",-0.12672731738944032
8,"12 years ago today, i signed the affordable care act into law. i’ve always believed that health care shouldn’t be a… ",-2.5737952400939887
9,"it’s been a great year for college basketball, and now marchmadness is officially back. i’m excited for some of th… ",3.7127321346771716
10,"and third, a reminder that in the face of brutal repression, there are ordinary russians that are showing tremendou… ",-0.8331951071377959
11,"second, a useful primer on why no-fly zones don’t offer a simple answer to stopping the bloodshed. ",-1.6954959344335387
12,"as we bear witness to the tragedy unfolding in ukraine, here are three articles worth reading. first, a description… ",4.635502750439801
13,"i just tested positive for covid. i’ve had a scratchy throat for a couple days, but am feeling fine otherwise. mich… ",-0.8152559616839887
14,the @obamafoundation has compiled more stories of people who are going above and beyond to help those in need. i ho… ,-0.43074175991100105
15,".@airbnb is offering free, short-term housing for 100,000 refugees fleeing ukraine. ",0.3912247510326825
16,".@chefjoseandres’ nonprofit organization, @wckitchen, has set up mobile kitchens along the ukrainian border and nea… ",1.5122704880571831
17,"drawing on her own story as a refugee, 2018 obama fellow @zarlashth started the refugee trauma initiative to care f… ",1.5407327667885797
18,"over the last few weeks, we’ve seen people, organizations, and companies around the world stepping up to support th… ",-2.8145670617354206
19,"the ukrainian people need our help. if you’re looking for a way to make a difference, here are some organizations d… ",-0.62763136700394
20,"richard hunt is one of the greatest artists chicago has ever produced, and i couldn’t be prouder that his “book bir… ",-0.06757948040301187
21,"it’s hard to believe it's been 10 years since trayvon martin was killed. leading up to this anniversary, i reflecte… ",-1.689643756517387
22,"like justice breyer, judge jackson understands that the law isn’t just about abstract theory. it’s about people’s l… ",-2.085085481164727
23,"as a protégé of justice breyer, judge jackson earned a reputation for pragmatism and consensus building. it’s part… ",2.584526237007101
24,i want to congratulate judge ketanji brown jackson on her nomination to the supreme court. judge jackson has alread… ,-1.086011083165191
25,"last night, russia launched a brazen attack on the people of ukraine, in violation of international law and basic p… ",2.2123404102364717
26,michelle and i were sad to hear about the passing of paul farmer. his life was an example of how one man with visio… ,-2.6869703322086167
27,"i want to thank everyone who has joined @allontheline in its mission to end gerrymandering. every phone call, every… ",3.668358209286879
28,"and in ohio, @allontheline held 139 training sessions—equipping thousands of ohioans from every corner of the state… ",2.108790832928057
29,"in north carolina, karla icaza de austin, an army veteran from fayetteville, urged her state legislators to demand… ",0.6092360688841318
30,"since then, folks across the country have participated in the redistricting process—many for the first time. it’s a… ",3.107626096543341
31,"three years ago, i helped @ericholder launch @allontheline, a people-powered campaign to fight gerrymandering and a… ",1.0659696663125955
32,john lewis knew that change could not wait for some other person or some other time. his life was a lesson in the f… ,1.2538516395662442
33,it’s exactly the kind of ambition we need if we’re going to protect our planet and avoid the worst effects of climate change.,-2.7065429776562224
34,now the biden-harris administration’s build back better agenda includes an even larger investment that would create… ,2.828722140883407
35,".@joebiden played a major role in getting that passed—and over our eight years in office, carbon emissions decrease… ",0.8840553332069148
36,"when i signed the american recovery and reinvestment act in 2009, it included $90 billion for clean energy projects… ",0.3692358059172106
37,azita raji was a great friend and cherished member of my campaign team and administration who served our country wi… ,5.824682998095132
38,"happy valentine's day, michelle! with a smile that lights up the world, you're truly one-of-a-kind. today and alway… ",4.055973656574997
39,"yes we can.
yes we did.
thanks to all of you who believed, volunteered, voted—and then carried the baton forward in… ",6.33682842978043
40,"if you worked as an organizer on the campaign or volunteered in your community, i’d love to hear your stories from that day using obama08.",3.997913626062309
41,"what gave me the confidence to move forward in spite of the odds were the people i met, including those on our camp… ",-1.8529277197662608
42,"it’s hard to believe that 15 years have passed since i stood in front of the old capitol in springfield, illinois,… ",-3.8072672796166023
43,antonio dickey is a photojournalist who has spent the last 44 years capturing life in chicago. take a look at his c… ,-0.16346322306845085
44,"as we celebrate black history month, it’s important to remember that we shouldn’t treat this month as though it is… ",-2.8734286103212705
45,"for anyone who cares about voting rights, @ericholder’s new book is essential reading. it tells the story of our lo… ",0.3326770893786739
46,"jackie robinson changed baseball, and paved the way for so many others who would follow. as we celebrate his birthd… ",2.8002850345622283
47,"today, we still have more work to do to create a more equitable workforce, but lilly remains an inspiration to me a… ",1.449860973510752
48,"on this day thirteen years ago, i signed the lilly ledbetter fair pay act. it was the first law i signed as preside… ",1.6349895365521998
49,this record-setting enrollment period was a result of the hard work of @potus and democrats in congress. by passing… ,-2.862554053297731
50,this week’s redistricting victory in alabama is a win for our democracy. i’m grateful to @demredistrict and everyon… ,1.138909949916435
51,"rt @michelleobama: nine years ago, we lost hadiya pendleton to the tragedy of gun violence. i know her loss is still devastating for so man…",-7.058675574435993
52,"on holocaust remembrance day, we honor the victims and survivors of one of the darkest periods in our history. but… ",-0.2765600356046273
53,the biden administration has set up a way for folks to get four at-home covid tests for free. go to… ,2.7490611894799777
54,"the road ahead will not be easy, especially when one of our two major parties is standing in the way. but i still b… ",-1.0129873113995136
55,"this administration has also recommitted to the fight against climate change, and signed a crucial infrastructure l… ",-0.4592097562647688
56,"under his leadership, our economy set the record for the most jobs added in a single year. over 200 million people… ",7.748729294009698
57,"for eight years, i witnessed firsthand the empathy and precision @potus brought to our work repairing the american… ",-0.576711203585579
58,"in his inaugural address one year ago today, @potus committed to “press forward with speed and urgency, for we have… ",-0.7669096057708236
59,"when michelle and i launched the @obamafoundation, we turned to you first. we read your letters and emails, and lis… ",3.746148435170829
60,"thanks to the life-saving work by scientists and our government’s top medical experts, we have covid-19 vaccines to… ",1.866411635913485
61,"congrats to our newest cohort of @obamafoundation europe leaders! these bright, innovative young people are tacklin… ",3.2694742096708422
62,"happy birthday, michelle.

my love, my partner, my best friend... ",4.882582727152144
63,"with the king family marching today, we remember that the fight for voting rights takes perseverance. as dr. king s… ",1.581735307443503
64,we've seen how the affordable care act continues to help folks—especially in states that didn't expand medicaid—get… ,2.3052593979556018
65,"tomorrow, january 15th is the last day to sign up for health care until the fall at  make s… ",1.8782330753563283
66,the house just passed the freedom to vote: john r. lewis act. now the senate needs to do the same. it's the best wa… ,2.5745379924613054
67,that’s why i fully support @potus’s call to modify senate rules as necessary to make sure pending voting rights leg… ,1.6184716528004817
68,"the filibuster has no basis in the constitution, and in recent years, it has become a routine way for the senate mi… ",5.510412716867674
69,now is the time for the u.s. senate to do the right thing and call a vote on crucial voting rights legislation. fut… ,0.9731650088802843
70,"i wanted to share some of those stories, and also hear about the work you’ve been doing to create change: ",1.1047898580177513
71,"five years ago during my farewell address, i asked you to believe in your ability to bring about change. since then… ",-0.5593852395598882
72,"it was a great honor to pay tribute to my friend, harry reid. few people have done more for nevada and our country… ",4.593650641182798
73,"through his groundbreaking roles and singular talent, sidney poitier epitomized dignity and grace, revealing the po… ",2.7940381262217935
74,"one year ago, a violent attack on our capitol made it clear just how fragile the american experiment in democracy r… ",1.536045971944965
75,"i’m hopeful about 2022. this year will undoubtedly have its challenges, just like 2021 did. but we’ve made it this… ",0.7866510364244441
76,"rt @michelleobama: betty white broke barriers, defied expectations, served her country, and pushed us all to laugh. barack and i join so ma…",1.6642811987770574
77,"if you're feeling discouraged about our democracy, read this article about how citizens in michigan took politics o… ",0.6224978872924267
78,"when harry reid was nearing the end, his wife landra asked some of us to share letters that she could read to him.… ",1.3024269899653844
79,congrats to all the scientists and engineers involved with launching this once-in-a-generation telescope! proud my… ,4.062549451685301
80,"he never lost his impish sense of humor and willingness to find humanity in his adversaries, and michelle and i will miss him dearly.",-4.593649832771759
81,"archbishop desmond tutu was a mentor, a friend, and a moral compass for me and so many others. a universal spirit,… ",1.2178783084740823
82,"merry christmas, everybody! this year, i got a little help spreading holiday cheer from sunny. wishing you all a pe… ",1.9407415715201481
83,rt @hhsgov: dr. fauci and former president obama visited kimball elementary school to talk about the importance of covid vaccines for kids…,0.3325552147195241
84,"i thought i knew green eggs and ham better than most people, but at kimball elementary’s vaccination site earlier t… ",-3.2449614987263145
85,we've seen @mbk_alliance communities across the country step up throughout the pandemic to expand opportunities for… ,5.445752283965936
86,proud of the south side wolfpack team for all their hard work and dedication this season! ,1.610311014962788
87,i'm inspired by the stories of progress that came from 2021—especially the example set by a new generation of young… ,0.9112340854704074
88,"i've always enjoyed listening to a wide variety of music, so it’s no surprise that i listened to a little bit of ev… ",3.672692337699293
89,"next up are my favorite movies of the year. each of these films tells a powerful story, and i hope you enjoy them a… ",4.9823384559269055
90,"since these are works i have actually listened to, watched, or read, i’m sure i’ve missed some worthy stuff. so if… ",-3.4958579046983767
91,"over the next few days, i'll share my annual list of favorite books, music, and movies. art always sustains and nou… ",5.557615726142268
92,"you heard, @potus – get covered today at  ",3.3306598262824143
93,the best way to honor them—the only way that really matters—is to fight this epidemic of gun violence and prevent e… ,2.5015216706919308
94,nine years ago was one of the darkest days of my presidency. today we remember the children and adults who were kil… ,0.31927224879166327
95,"last week, powerful tornadoes devastated communities across the midwest and south. michelle and i are thinking of t… ",2.6505809546995813
96,"michelle and i loved being back in chicago last week. it was a quick trip, but we packed a lot in — and met some fa… ",4.940480221204293
97,"as chancellor, angela merkel served with integrity, leading germany and europe through many storms. drawing on her… ",0.592849863174101
98,"eighty years ago today, over 2,400 americans lost their lives in the attack on pearl harbor. today we remember them… ",-2.5583066905049696
99,"senator bob dole was a war hero, a political leader, and a statesman—with a career and demeanor harkening back to a… ",4.829697090615182
100,"michelle and i wanted to give santa a hand passing out gifts for the holidays, so we made a stop at the… ",-1.4681506328945162
